example_id,task_type,answer_type,prompt,answer
mmlu_social_science_00094_high_school_government_and_politics,social_science,choice,"Federal judges are subject to which of the following disciplinary actions?
A. Impeachment, conviction, and removal from office by Congress
B. Removal from office by the appointing president
C. Removal from office by the president-elect
D. Recall elections by citizens residing in the district over which the judge has jurisdiction",A
strategyqa_069c88860654c9c5df0b,commonsense,yesno,Can a sea turtle play tennis using a tennis racket? Answer yes or no.,no
sciq_00096,science,choice,"What is the name of the galaxy we live in?
A. Centaurus A
B. milky way
C. Andromeda
D. Bode's Galaxy",B
sciq_00139,science,choice,"A problem with using food chains to describe ecosystems is that some organisms can feed on or be consumed by species from more than one of what level?
A. biome level
B. trophic level
C. habitat level
D. pH level",B
sciq_00069,science,choice,"Evolving from a single common ancestor, what group of organisms was perhaps the dominant life form on earth 250 million years ago?
A. acids
B. fungi
C. atoms
D. proteins",B
sciq_00098,science,choice,"Gas, liquid, and solid describe what property of matter?
A. states
B. Physical
C. Chemical
D. Quatitative",A
sciq_00061,science,choice,"In moss, what becomes elongated to elevate the capsule to enhance spore dispersal?
A. sera
B. seta
C. risa
D. porta",B
mmlu_social_science_00017_us_foreign_policy,social_science,choice,"What were the primary institutions of the liberal international economic order?
I. GATT
II. IMF
III. World Bank
IV. NATO
A. IV only
B. II and III
C. I, II, and III
D. I, II, III, and IV",C
sciq_00035,science,choice,"What type of resource is limited in supply and cannot be replaced except over millions of years?
A. capital resources
B. human resources
C. natural resource
D. renewable energy",C
sciq_00104,science,choice,"What is the study of matter and energy referred to as?
A. geology
B. cosmology
C. physical science
D. biology",C
mmlu_humanities_00113_philosophy,humanities,choice,"According to Epicurus, the wise man:
A. yearns for the end of life.
B. fears the cessation of life.
C. is unconcerned with death.
D. realizes that death is an illusion.",C
mmlu_humanities_00008_philosophy,humanities,choice,"Parfit claims that the magnitude of pains:
A. can be precisely compared.
B. can be compared, but only roughly.
C. can be compared within individuals, but not between individuals.
D. cannot compared either within individuals or between individuals.",B
strategyqa_86434d8eecff8b7ddb50,commonsense,yesno,Did the 23rd amendment give Puerto Ricans the right to vote for president? Answer yes or no.,no
strategyqa_d8bed090b4755e2f7b67,commonsense,yesno,Are the knights in the Medieval Times show not authentic knights? Answer yes or no.,yes
strategyqa_7dc74fd9b62e514750c2,commonsense,yesno,Are queen bees unnecessary for growing apples? Answer yes or no.,yes
mmlu_humanities_00068_high_school_world_history,humanities,choice,"This question refers to the following information.
""After the Tencteri came, in former days, the Bructeri; but the general account now is, that the Chamavi and Angrivarii entered their settlements, drove them out and utterly exterminated them with the common help of the [neighboring] tribes, either from hatred of their tyranny, or from the attractions of plunder, or from heaven's [favorable] regard for us. It did not even grudge us the spectacle of the conflict. More than sixty thousand fell, not beneath the Roman arms and weapons, but, grander far, before our delighted eyes. May the tribes, I pray, ever retain if not love for us, at least hatred for each other; for while the destinies of empire hurry us on, fortune can give no greater boon than discord among our foes.""
Germania, Publius Cornelius Tacitus, ca. 98 C.E.
Which of the following conclusions about imperial treatment of ""barbarian"" (foreign) peoples in the period 600 B.C.E. to 600 C.E. is most directly supported by the passage?
A. Empires encouraged rival tribes to destroy one another to reduce threats to the state.
B. Empires welcomed migrations of barbarian peoples as sources of military manpower or economic productivity.
C. Empires used military force against all neighboring barbarian peoples as a means of expanding their influence.
D. Empires used religion to convert barbarian peoples so that they might become friendlier to the state.",A
sciq_00101,science,choice,"What layer of soil, essential for farming, has the highest proportion of organic material?
A. bedrock
B. subsoil
C. topsoil
D. humus",C
strategyqa_2e1482cb04970fe7c449,commonsense,yesno,Did Richard III know his grandson? Answer yes or no.,no
mmlu_social_science_00132_sociology,social_science,choice,"Which of the following best describes the definition of poverty used by the United States government?
A. It specifies the poverty line at a level set in the 1960s and adjusted since to reflect inflation.
B. It includes the value of government services, such as Medicaid or public housing, when setting the poverty line.
C. It is based on the concept of relative deprivation, and the poverty line changes as the distribution of income changes.
D. It is based on the concept of lifestyle, and the poverty line varies according to the needs of the individual.",A
mmlu_humanities_00001_philosophy,humanities,choice,"Wolf claims that morality:
A. is merely a cultural artifact.
B. is not really relevant to our lives.
C. provides a comprehensive guide to conduct.
D. none of the above.",D
mmlu_social_science_00133_high_school_government_and_politics,social_science,choice,"The term ""iron triangle"" refers to the interrelationship of the
A. president, Congress, and the Supreme Court
B. electorate, Congress, and political action committees
C. local, state, and federal governments
D. federal bureaucracy, congressional committees, and lobbyists",D
strategyqa_236c7a57f3788a60e47f,commonsense,yesno,Was Gandalf present at the death of Eomer? Answer yes or no.,no
gsm8k_00127,math,number,A kilogram of pork costs $6 while a kilogram of chicken costs $2 less. How much will a 3-kilogram of chicken and a kilogram of pork cost?,18
gsm8k_00131,math,number,Jack orders 3 sandwiches that cost $5 each.  He pays with a $20 bill.  How much does he get in change?,5
mmlu_humanities_00017_high_school_world_history,humanities,choice,"This question refers to the following information.
Is it not unity alone that can weld us into an effective force, capable of creating our own progress and making our valuable contribution to world peace? Which independent African state will claim that its financial structure and banking institutions are fully harnessed to its national development? Which will claim that its material resources and human energies are available for its own national aspirations? We are fast learning that political independence is not enough to rid us of the consequences of colonial rule. We have been too busy nursing our separate states to understand fully the basic need for union, rooted in common purpose, common planning and common endeavour.
Ghana's president, Kwame Nkrumah, addressing the Organization of African Unity, 1963
Which of the following factors was most important in preventing the fulfillment of the political dreams described in the passage?
A. A lack of common ethnicity, language, or religion
B. The spread of communism throughout the continent
C. Armed intervention on the part of the Cold War superpowers
D. Africa's shortage of natural resources",A
